
1618814955808,1641,HTTP Request POST,200,OK,Sampler REST 1-3,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1636,0,1318
1618814956006,1497,HTTP Request POST,200,OK,Sampler REST 1-4,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1454,0,1166
1618814955608,1946,HTTP Request POST,200,OK,Sampler REST 1-2,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1935,0,1608
1618814955411,2186,HTTP Request POST,200,OK,Sampler REST 1-1,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,2168,0,1856
1618814956207,1403,HTTP Request POST,200,OK,Sampler REST 1-5,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1403,0,1110
1618814957452,275,HTTP Request GET 1,200,OK,Sampler REST 1-3,text,true,,429,272,5,5,https://petstore.swagger.io/v2/store/inventory,274,0,0
1618814957505,284,HTTP Request GET 1,200,OK,Sampler REST 1-4,text,true,,429,272,4,4,https://petstore.swagger.io/v2/store/inventory,282,0,0
1618814957555,281,HTTP Request GET 1,200,OK,Sampler REST 1-2,text,true,,429,272,3,3,https://petstore.swagger.io/v2/store/inventory,279,0,0
1618814957598,346,HTTP Request GET 1,200,OK,Sampler REST 1-1,text,true,,429,272,2,2,https://petstore.swagger.io/v2/store/inventory,290,0,0
1618814957611,333,HTTP Request GET 1,200,OK,Sampler REST 1-5,text,true,,429,272,2,2,https://petstore.swagger.io/v2/store/inventory,332,0,0
1618818884962,1370,HTTP Request POST,200,OK,Sampler REST 1-1,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1369,0,986
1618818885180,1257,HTTP Request POST,200,OK,Sampler REST 1-2,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1257,0,927
1618818886333,326,HTTP Request GET 1,200,OK,Sampler REST 1-1,text,true,,429,272,5,5,https://petstore.swagger.io/v2/store/inventory,325,0,0
1618818885380,1298,HTTP Request POST,200,OK,Sampler REST 1-3,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1297,0,954
1618818886439,283,HTTP Request GET 1,200,OK,Sampler REST 1-2,text,true,,429,272,5,5,https://petstore.swagger.io/v2/store/inventory,283,0,0
1618818885581,1320,HTTP Request POST,200,OK,Sampler REST 1-4,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1320,0,1001
1618818886678,296,HTTP Request GET 1,200,OK,Sampler REST 1-3,text,true,,429,272,5,5,https://petstore.swagger.io/v2/store/inventory,296,0,0
1618818885778,1259,HTTP Request POST,200,OK,Sampler REST 1-5,text,true,,462,327,5,5,https://petstore.swagger.io/v2/store/order,1259,0,949
1618818886902,295,HTTP Request GET 1,200,OK,Sampler REST 1-4,text,true,,429,272,5,5,https://petstore.swagger.io/v2/store/inventory,294,0,0
1618818887037,311,HTTP Request GET 1,200,OK,Sampler REST 1-5,text,true,,429,272,5,5,https://petstore.swagger.io/v2/store/inventory,310,0,0
1618818886723,1221,HTTP Request GET 2,200,OK,Sampler REST 1-2,text,true,,439,328,5,5,https://petstore.swagger.io/v2/store/order/8,1220,0,921
1618818886659,1285,HTTP Request GET 2,200,OK,Sampler REST 1-1,text,true,,439,328,5,5,https://petstore.swagger.io/v2/store/order/8,1285,0,969
1618818886975,1254,HTTP Request GET 2,200,OK,Sampler REST 1-3,text,true,,439,328,3,3,https://petstore.swagger.io/v2/store/order/8,1253,0,968
1618818887197,1329,HTTP Request GET 2,200,OK,Sampler REST 1-4,text,true,,439,328,2,2,https://petstore.swagger.io/v2/store/order/8,1328,0,1043
1618818887348,1251,HTTP Request GET 2,200,OK,Sampler REST 1-5,text,true,,439,328,1,1,https://petstore.swagger.io/v2/store/order/8,1250,0,968
